,SiteNativeID,Amount,Amount_GPM,Lat,Long
0,Aasu_Well_128,943739.2857142857,21.52984636844198,-14.309801,-170.771491
1,Afono_Well_176,1378735.1724137932,31.45355597056607,-14.26778,-170.65048
2,Alao_Well_161,830548.275862069,18.947581235161497,-14.26244,-170.56889
3,Aoa_Well_151,139312.10344827586,3.178174555100512,-14.26502,-170.58598
4,Aoa_Well_152,815058.6206896552,18.594210445992957,-14.26459,-170.58577
5,Aua_Well_97,6206827.586206896,141.59847575413826,-14.2687,-170.66118
6,Aua_Well_99,6123827.586206896,139.7049684310557,-14.26776,-170.6607
7,Aunuu_Well_302,4191639.365079365,95.62529919878098,-14.286658,-170.556946
8,Fagaalu_Well_179,857868.9655172414,19.570857451230584,-14.291027,-170.688929
9,Fagaitua_Well_164,483686.2068965517,11.034498491959477,-14.26756,-170.61795
10,Fagasa_Well_143,2722800.1071428573,62.11616797789062,-14.29271,-170.72527
11,Fagasa_Well_144,34.48275862068966,0.0007866669393778724,-14.290934,-170.725792
12,Fagatogo_Well_101,15397666.666666666,351.2722239965932,-14.28003,-170.6938
13,Iliili_Well_167,8014862.068965517,182.84578338653824,-14.341723,-170.747101
14,Iliili_Well_62,2930009.4482758623,66.8433053856792,-14.347566,-170.748702
15,Iliili_Well_76,4348978.620689655,99.21473332777421,-14.346342,-170.747227
16,Iliili_Well_84,7873275.5,179.61572067344983,-14.34597,-170.74276
17,Leone_Well_119,10461344.827586208,238.65822940151955,,
18,Malaeimi_Well_1,719428.5714285715,16.41256949921457,-14.31205,-170.732809
19,Malaeimi_Well_67,10390034.48275862,237.03140217088608,-14.31895,-170.73769
20,Malaeimi_Well_81,14299896.551724138,326.2284197591855,,
21,Malaeloa_Well_15,9765047.61904762,222.77336357730573,-14.334561,-170.774604
22,Malaeloa_Well_168,11283551.72413793,257.4155159040455,-14.33358,-170.77082
23,Malaeloa_Well_169,16255714.285714285,370.8471571317764,-14.33337,-170.77319
24,Malaeloa_Well_70,7072057.137931035,161.33725277024763,-14.33971,-170.77473
25,Malaeloa_Well_83,11634172.413793104,265.41434534363975,-14.336,-170.76941
26,Malaeloa_Well_91,9069931.034482758,206.915431730683,-14.34232,-170.76744
27,Malaeloa_Well_93,7169735.518518519,163.5656229985518,-14.34348,-170.76787
28,Masefau_Well_241,818696.6206896552,18.6772053814312,-14.25994,-170.63665
29,Masefau_Well_242,643827.5862068966,14.687858425124254,-14.26088,-170.63721
30,Mesepa_Well_6,5248236.4,119.72980791166675,-14.32383,-170.748014
31,Mesepa_Well_85,13906068.965517242,317.24389664455083,-14.3258,-170.74657
32,Nuuuli_Well_24,0.0,0.0,,
33,Ofu_Well_201,894513.7931034482,20.406848407707447,,
34,Ofu_Well_202,1375885.7142857143,31.388550309935535,,
35,Olosega_Well_204,81.32142857142857,0.0018552135002835371,,
36,Pago Pago_Well_105,3735984.827586207,85.23029674650287,-14.277783,-170.705284
37,Pago Pago_Well_107,14392885.34782609,328.34980489633824,-14.27862,-170.70548
38,Pago Pago_Well_163,5990448.275862069,136.66214070954211,-14.27419,-170.70697
39,Pago Pago_Well_165,6241103.448275862,142.38042269187986,-14.279785,-170.706484
40,Pago Pago_Well_183,2426310.724137931,55.35225450878156,,
41,Pavaiai_Well_171,10985172.413793104,250.60848687760878,,
42,Pavaiai_Well_172,10346103.448275862,236.02918849011868,,
43,Pavaiai_Well_177,13536400.0,308.8105123876443,,
44,Pavaiai_Well_178,4256724.137931035,97.11010033150146,,
45,Poloa_Well_181,254047.58620689655,5.795674275833749,,
46,Tafuna_Well_33,7823045.454545454,178.4698055058962,-14.32437,-170.73215
47,Tafuna_Well_60,11589517.24137931,264.39561165714537,-14.326048,-170.734517
48,Tafuna_Well_61,11026344.827586208,251.547767203226,-14.32686,-170.73554
49,Tafuna_Well_66,11946178.57142857,272.5322482873699,-14.324556,-170.73248
50,Tafuna_Well_72,13083100.0,298.4692248026646,-14.32154,-170.73219
51,Tafuna_Well_77,11462344.827586208,261.4943839847198,-14.32273,-170.73214
52,Tau_Well_207,1607210.3448275863,36.66583804415719,-14.218809,-169.423106
53,Tau_Well_213,3703577.5,84.4909773235388,-14.226744,-169.505011
54,Vatia_Well_170,265344.8275862069,6.053402098512728,-14.25455,-170.66925
55,Vatia_Well_180,850862.0689655172,19.411006729148998,-14.25476,-170.66857
